Tweet_count,Original_Text,Translated_Text,Category,Sentiment
719,"🚨URGENT: la sénatrice Anne Mbunguje vient à la rescousse de de Marius,19 ans, gravement brûlé après avoir gagné un gain aux paris sportifs. Informée de la dégradation de son état, @anne_mbuguje a décidé de prendre en charge l'intégralité des Frais médicaux et son alimentation https://t.co/kUd1I5VcXc","🚨URGENT: la sénatrice Anne Mbunguje vient à la rescousse de de Marius,19 ans, gravement brûlé après avoir gagné un gain aux paris sportifs. Informée de la dégradation de son état, @anne_mbuguje a décidé de prendre en charge l'intégralité des Frais médicaux et son alimentation https://t.co/kUd1I5VcXc",healthy,negative
720,"🔴 Spiritualité Bouddha Jésus-Christ Alimentation Jeûne Sport Santé Bien-Être ⬇️
https://t.co/kmM5ANj6Ik","🔴 Spiritualité Bouddha Jésus-Christ Alimentation Jeûne Sport Santé Bien-Être ⬇️
https://t.co/kmM5ANj6Ik",healthy,neutral
721,"En #Guadeloupe, les #prix à la consommation augmentent en décembre 2024. Les prix des services augmentent (+0,3 %), tandis que ceux de l’alimentation, des produits manufacturés et de l’#énergie sont stables. Sur un an, les prix sont en hausse de 1,8 %. 👉 https://t.co/H3UsgAg0rU https://t.co/HV0Hcv70G2","En #Guadeloupe, les #prix à la consommation augmentent en décembre 2024. Les prix des services augmentent (+0,3 %), tandis que ceux de l’alimentation, des produits manufacturés et de l’#énergie sont stables. Sur un an, les prix sont en hausse de 1,8 %. 👉 https://t.co/H3UsgAg0rU https://t.co/HV0Hcv70G2",mix,positive
722,"Une #idéederecette #originale aux #légumesdesaison et #fruits :
"" #coleslaw #fruité ""
#photo #aprendresansfaim (c)
#recette ici :
https://t.co/E3fRDc7L9J
#newpost #nouvellerecette #recettedujour #cuisine #faitmaison #food #recipes #homemade #santé #healthy #choux #recetterapide https://t.co/0qG5fm3LM5","Une #idéederecette #originale aux #légumesdesaison et #fruits :
"" #coleslaw #fruité ""
#photo #aprendresansfaim (c)
#recette ici :
https://t.co/E3fRDc7L9J
#newpost #nouvellerecette #recettedujour #cuisine #faitmaison #food #recipes #homemade #santé #healthy #choux #recetterapide https://t.co/0qG5fm3LM5",healthy,neutral
723,"🔴Après le cyclone🌪, l'enjeu alimentaire🥭🍠 est évidemment plus que vital à #Mayotte🌴
👉 https://t.co/K1kerV83e2
C'est pourtant un sujet qui a été négligé dans le projet de loi d'urgence pour la reconstruction de l'archipel. 1/2 #alimentation #urgence #viechère #outremer https://t.co/56d9Oo21Kp","🔴Après le cyclone🌪, l'enjeu alimentaire🥭🍠 est évidemment plus que vital à #Mayotte🌴
👉 https://t.co/K1kerV83e2
C'est pourtant un sujet qui a été négligé dans le projet de loi d'urgence pour la reconstruction de l'archipel. 1/2 #alimentation #urgence #viechère #outremer https://t.co/56d9Oo21Kp",mix,negative
724,"Si le sujet des prix de l'alimentation en #OutreMer commence péniblement à faire son chemin avec la PPL socialiste, il faudra une véritable implication gouvernementale pour apporter des solutions structurelles &amp; durables. 2/2
#viechère #pouvoirdachat #alimentation #urgence
#chido","Si le sujet des prix de l'alimentation en #OutreMer commence péniblement à faire son chemin avec la PPL socialiste, il faudra une véritable implication gouvernementale pour apporter des solutions structurelles &amp; durables. 2/2
#viechère #pouvoirdachat #alimentation #urgence
#chido",mix,negative
725,"On paye l'essence hors de prix pour nous déplacer, le coût de l'alimentation a explosé, idem pour les produits d'entretien. Quand je fais mes courses je sens mes jambes se dérober tellement j'ai l'impression de regarder autour de moi et de ne pas faire partie de cette société qui","On paye l'essence hors de prix pour nous déplacer, le coût de l'alimentation a explosé, idem pour les produits d'entretien. Quand je fais mes courses je sens mes jambes se dérober tellement j'ai l'impression de regarder autour de moi et de ne pas faire partie de cette société qui",mix,negative
726,"J'ai la chance de vivre à - de 1h de l'Italie.
Dès que vous passez la frontière, la différence est saisissante.
- de péage, alimentation moins chère, les gens aiment leur religion 
 et le montrent partout 🫶
- d'insécurité, les gens sont + souriants et insouciants
C'est frappant","J'ai la chance de vivre à - de 1h de l'Italie.
Dès que vous passez la frontière, la différence est saisissante.
- de péage, alimentation moins chère, les gens aiment leur religion 
 et le montrent partout 🫶
- d'insécurité, les gens sont + souriants et insouciants
C'est frappant",mix,negative
727,"Le Maroc attend encore son indépendance en 2025 , pauvre d’eux. La populas marocaine n’a accès ni a l’eau, ni à l’alimentation, ni aux soins , ni à l’enseignement. Juste bon à être les serviteurs des colons occidentaux et des alaouites https://t.co/DbOkLQ1UIo","Le Maroc attend encore son indépendance en 2025 , pauvre d’eux. La populas marocaine n’a accès ni a l’eau, ni à l’alimentation, ni aux soins , ni à l’enseignement. Juste bon à être les serviteurs des colons occidentaux et des alaouites https://t.co/DbOkLQ1UIo",mix,negative
728,"La #pneumonie est l'une des principales causes de maladie et de décès chez les enfants de moins de 5 ans, mais elle peut être évitée. 

Voici des mesures de prévention :

💉 La vaccination
🥦 Une alimentation saine, y compris l'allaitement maternel
🌫️ La réduction de l'exposition https://t.co/PMoLj1LxdQ","La #pneumonie est l'une des principales causes de maladie et de décès chez les enfants de moins de 5 ans, mais elle peut être évitée. 

Voici des mesures de prévention :

💉 La vaccination
🥦 Une alimentation saine, y compris l'allaitement maternel
🌫️ La réduction de l'exposition https://t.co/PMoLj1LxdQ",healthy,negative
729,"Sous l'impulsion de notre porte-parole et élue @SandraKrief, la ville de Grenoble inaugure une charte innovante pour promouvoir l’alimentation végétale dans les restaurants ! 

Un nouvel exemple illustrant la nécessité d'élire des élus animalistes ! https://t.co/FBs4Sk3uq0","Sous l'impulsion de notre porte-parole et élue @SandraKrief, la ville de Grenoble inaugure une charte innovante pour promouvoir l’alimentation végétale dans les restaurants ! 

Un nouvel exemple illustrant la nécessité d'élire des élus animalistes ! https://t.co/FBs4Sk3uq0",mix,positive
730,"📽️Un vent de changement positif souffle de Washington suite à l'inauguration de Trump. @chris_perronne  et @Rob_Roos  réagissent sur leur présence à Washington : « Vers une révolution pour une alimentation et une santé publiques saines »
https://t.co/3HGRHorRSr","📽️Un vent de changement positif souffle de Washington suite à l'inauguration de Trump. @chris_perronne  et @Rob_Roos  réagissent sur leur présence à Washington : « Vers une révolution pour une alimentation et une santé publiques saines »
https://t.co/3HGRHorRSr",mix,positive
731,"🧐  Uber Eats la joue très originale pour @DryJanuaryFR ! Ils proposent des réductions de 20% pour une ""rentrée healthy"" à l'occasion du mois sans alcool. Avec pour seul commerçant dans l'offre l'e-shop de Pernod-Ricard qui vend du champagne et des spiritueux.
@AddictAbstinent https://t.co/9hfrKYtRfj","🧐  Uber Eats la joue très originale pour @DryJanuaryFR ! Ils proposent des réductions de 20% pour une ""rentrée healthy"" à l'occasion du mois sans alcool. Avec pour seul commerçant dans l'offre l'e-shop de Pernod-Ricard qui vend du champagne et des spiritueux.
@AddictAbstinent https://t.co/9hfrKYtRfj",healthy,positive
732,"🏛️ L’Assemblée Nationale vient d’adopter le repas à 1€ pour tous les étudiants, une mesure portée par @KelouaF et les @socialistesAN pour lutter contre la précarité étudiante et garantir un droit à l’alimentation.

💪 Une proposition de justice sociale, essentielle pour la https://t.co/Qinz1TB9z4","🏛️ L’Assemblée Nationale vient d’adopter le repas à 1€ pour tous les étudiants, une mesure portée par @KelouaF et les @socialistesAN pour lutter contre la précarité étudiante et garantir un droit à l’alimentation.

💪 Une proposition de justice sociale, essentielle pour la https://t.co/Qinz1TB9z4",mix,positive
733,"L’adoption du #PLF2025 actes des choix politiques injustes et irresponsables.
📉 - 2 milliards pour les plus pauvres de la planète.
📉 - 2 milliards pour l’accès aux services sociaux les plus basiques tels que la santé, l’eau, l’alimentation saine et l’éducation.
Nous appelons","L’adoption du #PLF2025 actes des choix politiques injustes et irresponsables.
📉 - 2 milliards pour les plus pauvres de la planète.
📉 - 2 milliards pour l’accès aux services sociaux les plus basiques tels que la santé, l’eau, l’alimentation saine et l’éducation.
Nous appelons",healthy,negative
734,"Lyon est 6eme à 3 points de la 3eme place 
#JeSoutiensPsage","Lyon est 6eme à 3 points de la 3eme place 
#JeSoutiensPsage",mix,positive
735,Je suis comme ça entrain de rééquilibrer mon alimentation ensuite j’irai faire sport si je ne perds pas 11kg en 10 jours hein😡,Je suis comme ça entrain de rééquilibrer mon alimentation ensuite j’irai faire sport si je ne perds pas 11kg en 10 jours hein😡,healthy,negative
736,"La phytothérapie
Invité : Dr Jean-Michel Morel – Médecin généraliste, spécialisé en phyto-aromathérapie.
Discutant : Dr Éric Ménat – Médecin généraliste, diplômé en homéopathie / nutrition. https://t.co/oYEJltgWje

@ConseilCsi #NaturalRemedies #Aromatherapy https://t.co/5rCP70ZEYj","La phytothérapie
Invité : Dr Jean-Michel Morel – Médecin généraliste, spécialisé en phyto-aromathérapie.
Discutant : Dr Éric Ménat – Médecin généraliste, diplômé en homéopathie / nutrition. https://t.co/oYEJltgWje

@ConseilCsi #NaturalRemedies #Aromatherapy https://t.co/5rCP70ZEYj",healthy,neutral
737,"Une #idéederecette aux #légumesdesaison :
"" #ChouFleur rôti au #AirFryer ""
#photo #aprendresansfaim (c)
La #recette en bio ou ici :
https://t.co/tO2ZYpExoe
#newpost #nouvellerecette #recettedujour #cuisine #faitmaison #recipes #food #homemade #santé #healthy #vegetable #légumes https://t.co/BIgkEWGn6f","Une #idéederecette aux #légumesdesaison :
"" #ChouFleur rôti au #AirFryer ""
#photo #aprendresansfaim (c)
La #recette en bio ou ici :
https://t.co/tO2ZYpExoe
#newpost #nouvellerecette #recettedujour #cuisine #faitmaison #recipes #food #homemade #santé #healthy #vegetable #légumes https://t.co/BIgkEWGn6f",healthy,neutral
738,"Selon la recette que vous préparez, vous pouvez choisir différents produits laitiers pour obtenir le meilleur résultat. 

Par exemple, optez pour du skyr pour une texture légère et riche en protéines, du yaourt classique pour un goût doux et équilibré, ou du yaourt grec pour une https://t.co/CvxafrkgjH","Selon la recette que vous préparez, vous pouvez choisir différents produits laitiers pour obtenir le meilleur résultat. 

Par exemple, optez pour du skyr pour une texture légère et riche en protéines, du yaourt classique pour un goût doux et équilibré, ou du yaourt grec pour une https://t.co/CvxafrkgjH",mix,positive
739,"Une alimentation bonne pour la planète ET votre portefeuille, c'est possible ! 🌿
 
👉 Dès aujourd'hui et dans l'ensemble des supermarchés Lidl, (re)découvrez le plaisir d'une alimentation plus végétale avec une sélection de produits Vemondo !
 
Des repas végan, bons et pas https://t.co/X8VmduvCFi","Une alimentation bonne pour la planète ET votre portefeuille, c'est possible ! 🌿
 
👉 Dès aujourd'hui et dans l'ensemble des supermarchés Lidl, (re)découvrez le plaisir d'une alimentation plus végétale avec une sélection de produits Vemondo !
 
Des repas végan, bons et pas https://t.co/X8VmduvCFi",mix,positive
740,"Et pas seulement l'alimentation, les #AgricultureS produisent bien plus que l'alimentation.","Et pas seulement l'alimentation, les #AgricultureS produisent bien plus que l'alimentation.",mix,positive
741,It’s not that deep la bouffe industrielle est juste + souvent appréciée dans le TSA psk y’a une consistence qu’on retrouve pas ailleurs + que les troubles liés à l’alimentation se retrouvent souvent en troubles co-associés ksk tu parles de glorification,It’s not that deep la bouffe industrielle est juste + souvent appréciée dans le TSA psk y’a une consistence qu’on retrouve pas ailleurs + que les troubles liés à l’alimentation se retrouvent souvent en troubles co-associés ksk tu parles de glorification,mix,negative
742,Merci pour votre petit message ❤️. Actuellement j'ai un boxer blanc qui devait être euthanasié car il est allergique aux céréales. Saignement avec glaires dans les selles. Après un gros traitement et une alimentation spéciale. C'est ok https://t.co/lLtAhvUiJ7,Merci pour votre petit message ❤️. Actuellement j'ai un boxer blanc qui devait être euthanasié car il est allergique aux céréales. Saignement avec glaires dans les selles. Après un gros traitement et une alimentation spéciale. C'est ok https://t.co/lLtAhvUiJ7,mix,negative
743,"« M. le ministre de la Santé, vous êtes médecin, alors protégez la santé des Français. Travaillons à une grande loi alimentation et faisons de l'alimentation un droit. »

🗣️ @boris_tavernier exhorte le ministre de la Santé à hisser l'alimentation au rang des priorités.

#QAG https://t.co/D2vi6TtGbX","« M. le ministre de la Santé, vous êtes médecin, alors protégez la santé des Français. Travaillons à une grande loi alimentation et faisons de l'alimentation un droit. »

🗣️ @boris_tavernier exhorte le ministre de la Santé à hisser l'alimentation au rang des priorités.

#QAG https://t.co/D2vi6TtGbX",mix,positive
744,"""Comment faire le choix d'une alimentation saine quand l'offre ne le permet pas, (...) quand le porte-monnaie ne le permet pas ?"", interroge @boris_tavernier qui appelle à ""faire de l'alimentation un droit"".
#DirectAN #QAG https://t.co/4p5VJy8L2C","""Comment faire le choix d'une alimentation saine quand l'offre ne le permet pas, (...) quand le porte-monnaie ne le permet pas ?"", interroge @boris_tavernier qui appelle à ""faire de l'alimentation un droit"".
#DirectAN #QAG https://t.co/4p5VJy8L2C",healthy,negative
745,"Passage en urgence au supermarché pour mes farfalles sauce tomate maison.
2€52 le kilo chez leclerc pour une p... de marque repère ! Cette alimentation de base devient produit de luxe. Ne parlons pas des 1.72€/L pour le diesel.
Les gilets jaunes, c'était pour moins que ça ! https://t.co/71NUd9E0yS","Passage en urgence au supermarché pour mes farfalles sauce tomate maison.
2€52 le kilo chez leclerc pour une p... de marque repère ! Cette alimentation de base devient produit de luxe. Ne parlons pas des 1.72€/L pour le diesel.
Les gilets jaunes, c'était pour moins que ça ! https://t.co/71NUd9E0yS",mix,negative
746,"MESSAGE DE TRUMP CETTE NUIT DERNIÈRE 

Licenciement pour ces 4 personnes, avec beaucoup d'autres, à venir :

Jose Andres from the President's Council on Sports, Fitness and Nutrition, Mark Milley from the National Infrastructure Advisory Council, Brian Hook from the Wilson Center","MESSAGE DE TRUMP CETTE NUIT DERNIÈRE 

Licenciement pour ces 4 personnes, avec beaucoup d'autres, à venir :

Jose Andres from the President's Council on Sports, Fitness and Nutrition, Mark Milley from the National Infrastructure Advisory Council, Brian Hook from the Wilson Center",healthy,neutral
747,"Vous avez des questions sur la muscu, la nutrition ou les compléments alimentaires ? Je suis dispo pendant 10min pour vous répondre 🙏","Vous avez des questions sur la muscu, la nutrition ou les compléments alimentaires ? Je suis dispo pendant 10min pour vous répondre 🙏",healthy,neutral
748,"6/ Hydratation Un article du New York Times a révélé que @realdonaldtrump consomme 12 sodas light par jour, une habitude que peu d'experts de la santé approuvent en raison des inquiétudes liées à la consommation de sodas light.  Cette boisson improbable pourrait-elle alimenter","6/ Hydratation Un article du New York Times a révélé que @realdonaldtrump consomme 12 sodas light par jour, une habitude que peu d'experts de la santé approuvent en raison des inquiétudes liées à la consommation de sodas light.  Cette boisson improbable pourrait-elle alimenter",unhealthy,positive
749,"@LilaVerdon Le meilleur vaccin anti cancer c'est une alimentation saine débarrassée de toutes leurs saloperies de poisons industriels...
Mais ça ça voudrait dire renoncer à notre modèle de société dans sa totalité","@LilaVerdon Le meilleur vaccin anti cancer c'est une alimentation saine débarrassée de toutes leurs saloperies de poisons industriels...
Mais ça ça voudrait dire renoncer à notre modèle de société dans sa totalité",healthy,negative
750,"""Comment faire le choix d'une alimentation saine quand le porte-monnaie ne le permet pas ?""

Face à ""l'omniprésence du sucre"", @boris_tavernier (EcoS) demande au Gvt de mettre les industriels et la grande distribution ""face à leurs responsabilités.""
#DirectAN #QAG https://t.co/mzq3bvOoN0","""Comment faire le choix d'une alimentation saine quand le porte-monnaie ne le permet pas ?""

Face à ""l'omniprésence du sucre"", @boris_tavernier (EcoS) demande au Gvt de mettre les industriels et la grande distribution ""face à leurs responsabilités.""
#DirectAN #QAG https://t.co/mzq3bvOoN0",healthy,negative
751,Votre collection Ferrero 32 pièces prix 20000fr faites vous plaisir avec nos chocolats 🍫 #chocolats délicieux #Epicerie #alimentation #saveurs #delice #pourtoi https://t.co/xjJSD7hvu4,Votre collection Ferrero 32 pièces prix 20000fr faites vous plaisir avec nos chocolats 🍫 #chocolats délicieux #Epicerie #alimentation #saveurs #delice #pourtoi https://t.co/xjJSD7hvu4,mix,positive
752,"Pour Dr Yeo Nahoua, Directeur de Cabinet du @MPD_CI, l’appui et les investissements du PAM sont importants pour la sécurité alimentaire, la nutrition et le développement des chaînes de valeurs agricoles en 🇨🇮. Ils contribuent aux progrès nationaux dans la réalisation de #FaimZero https://t.co/nSEj4RqbcB","Pour Dr Yeo Nahoua, Directeur de Cabinet du @MPD_CI, l’appui et les investissements du PAM sont importants pour la sécurité alimentaire, la nutrition et le développement des chaînes de valeurs agricoles en 🇨🇮. Ils contribuent aux progrès nationaux dans la réalisation de #FaimZero https://t.co/nSEj4RqbcB",healthy,positive
753,"Lors de la cloture du Forum mondiale sur l'agriculture et l'alimentation, #GFFA à #Berlin en République Fédérale de l'#Allemagne par une conférence Ministérielle, le Ministre du @BMineagrie,@dopros1975 a prononcé son discours. https://t.co/U94NdjzYkh","Lors de la cloture du Forum mondiale sur l'agriculture et l'alimentation, #GFFA à #Berlin en République Fédérale de l'#Allemagne par une conférence Ministérielle, le Ministre du @BMineagrie,@dopros1975 a prononcé son discours. https://t.co/U94NdjzYkh",mix,neutral
754,"À Mayotte, 77 % de pauvreté, des logements insalubres, une alimentation 30 % plus chère... Face à l’insuffisance du plan gouvernemental, nous présentons un contre-plan d’urgence co-construit avec des acteurs mahorais. Ma prise de parole en conférence de presse à découvrir ici ⤵️ https://t.co/xuhQlCSwly","À Mayotte, 77 % de pauvreté, des logements insalubres, une alimentation 30 % plus chère... Face à l’insuffisance du plan gouvernemental, nous présentons un contre-plan d’urgence co-construit avec des acteurs mahorais. Ma prise de parole en conférence de presse à découvrir ici ⤵️ https://t.co/xuhQlCSwly",mix,negative
755,"#JobAlert - Le Programme Alimentaire Mondial au Bénin recrute un(e) responsable en charge de la nutrition

Pour postuler ➡️ https://t.co/PMVI58ih9w

Deadline : 30 janvier 2025

Vous avez le bon profil OU connaissez un(e) ami(e) avec le bon profil ?

Partagez !!! 

@aliouatt https://t.co/VGLiOMwNFd","#JobAlert - Le Programme Alimentaire Mondial au Bénin recrute un(e) responsable en charge de la nutrition

Pour postuler ➡️ https://t.co/PMVI58ih9w

Deadline : 30 janvier 2025

Vous avez le bon profil OU connaissez un(e) ami(e) avec le bon profil ?

Partagez !!! 

@aliouatt https://t.co/VGLiOMwNFd",healthy,positive
756,"-transpiration excessive 
- vêtements de mauvaise qualité
-mauvaise hydratation de la peau 
Bref des petits truc comme ça","-transpiration excessive 
- vêtements de mauvaise qualité
-mauvaise hydratation de la peau 
Bref des petits truc comme ça",mix,negative
757,"Dans le cadre de la coopération entre le #Burundi et l'Etat de Bade-Wurtemberg, le Ministre du @BMineagrie a fait des échanges fructueux avec PETER HAUK Mdl,Ministre en charge de la nutrition,des affaires rurales et de la protection des consommateurs de l'Etat de Baden-Wurtemberg https://t.co/2cmAnjtGYn","Dans le cadre de la coopération entre le #Burundi et l'Etat de Bade-Wurtemberg, le Ministre du @BMineagrie a fait des échanges fructueux avec PETER HAUK Mdl,Ministre en charge de la nutrition,des affaires rurales et de la protection des consommateurs de l'Etat de Baden-Wurtemberg https://t.co/2cmAnjtGYn",healthy,positive
758,"Un petit bot d'hydratation m'a commissionné pour faire cette illustration de la très cher @DiivLight 

J'espère que ce cadeau te plait ! https://t.co/TVKMGu0xyU","Un petit bot d'hydratation m'a commissionné pour faire cette illustration de la très cher @DiivLight 

J'espère que ce cadeau te plait ! https://t.co/TVKMGu0xyU",mix,positive
759,je veux goûter la zaza qui rend healthy moi aussi hmmm la healthy zaza hmmmmmm miam le frozen des apparences,je veux goûter la zaza qui rend healthy moi aussi hmmm la healthy zaza hmmmmmm miam le frozen des apparences,healthy,positive
760,Les chèvres nécessitent moins de soins et d’alimentation comparativement à d’autres animaux. C’est ça qui fait la grande différence.,Les chèvres nécessitent moins de soins et d’alimentation comparativement à d’autres animaux. C’est ça qui fait la grande différence.,mix,positive
761,"Ce légume star de l'hiver est votre meilleur allié santé
➡️ https://t.co/djEy7WZii5 https://t.co/spNF3Qr30d","Ce légume star de l'hiver est votre meilleur allié santé
➡️ https://t.co/djEy7WZii5 https://t.co/spNF3Qr30d",mix,positive
762,"@sylv1gtr Parce que l'alimentation, ce n'est pas que du ""ça se mange, je mange"". Pourquoi vous ne mangez pas des insectes ? Parce que votre culture implique des goûts et des dégoûts.","@sylv1gtr Parce que l'alimentation, ce n'est pas que du ""ça se mange, je mange"". Pourquoi vous ne mangez pas des insectes ? Parce que votre culture implique des goûts et des dégoûts.",mix,negative
763,"On fait le point sur les vitamines, fibres, prébiotiques et oligoéléments qu'ils contiennent 🍄🍄 
👉 https://t.co/lysvj44i7s https://t.co/qJOlGv7oXd","On fait le point sur les vitamines, fibres, prébiotiques et oligoéléments qu'ils contiennent 🍄🍄 
👉 https://t.co/lysvj44i7s https://t.co/qJOlGv7oXd",healthy,neutral
764,"Thread librement adapté de ⤵️
14/14 #alimentation #santépublique
https://t.co/IvgARn5Pox","Thread librement adapté de ⤵️
14/14 #alimentation #santépublique
https://t.co/IvgARn5Pox",mix,neutral
765,"Comment expliquer le lien entre la consommation de charcuterie et la dégradation de la santé cognitive ?
→https://t.co/fyeJeRVZuU https://t.co/ld8jZMoWoY","Comment expliquer le lien entre la consommation de charcuterie et la dégradation de la santé cognitive ?
→https://t.co/fyeJeRVZuU https://t.co/ld8jZMoWoY",mix,negative
766,@Nesquiksg1 Non juste avoir une bonne hygiène de vie et alimentation saine je vais pas t’apprendre comment gérer ton corps t’es grand non ?,@Nesquiksg1 Non juste avoir une bonne hygiène de vie et alimentation saine je vais pas t’apprendre comment gérer ton corps t’es grand non ?,healthy,positive
767,"🚨NOUVEAU RAPPORT🚨

📚Le résumé de l'@IPBES sur les liens #Nexus est disponible : découvrez l'évaluation la plus complète des liens entre #biodiversité, eau, alimentation, santé &amp; climat.

🌏Des solutions pour un avenir juste &amp; durable !

🔗https://t.co/7Pl61K5Rsv https://t.co/S9UHzVaU8e","🚨NOUVEAU RAPPORT🚨

📚Le résumé de l'@IPBES sur les liens #Nexus est disponible : découvrez l'évaluation la plus complète des liens entre #biodiversité, eau, alimentation, santé &amp; climat.

🌏Des solutions pour un avenir juste &amp; durable !

🔗https://t.co/7Pl61K5Rsv https://t.co/S9UHzVaU8e",mix,positive
768,"Ce 15/1, une réunion de travail à @BurundiaBerlin, sous la direction du Chef de délégation Ministre @BMineagrie pour une bonne coordination et des orientations stratégiques pour le Forum mondial de l’Alimentation et l’Agriculture(15-18/1/2025) et le Forum d l’Agribusiness du 20/1 https://t.co/NNUZrwtqFb","Ce 15/1, une réunion de travail à @BurundiaBerlin, sous la direction du Chef de délégation Ministre @BMineagrie pour une bonne coordination et des orientations stratégiques pour le Forum mondial de l’Alimentation et l’Agriculture(15-18/1/2025) et le Forum d l’Agribusiness du 20/1 https://t.co/NNUZrwtqFb",mix,positive
769,Je viens pas d'envoyer une photo du panier healthy de mon frère à la place de mon attestation de réussite alors ? Sur le site de recrutement du ministère de l'éducation ! Jetez moi purée. 🤡 https://t.co/E2rHrMzP74,Je viens pas d'envoyer une photo du panier healthy de mon frère à la place de mon attestation de réussite alors ? Sur le site de recrutement du ministère de l'éducation ! Jetez moi purée. 🤡 https://t.co/E2rHrMzP74,healthy,negative
770,"« L'hépatite A est manuportée: on se contamine par la mauvaise hygiène des mains. On sait aussi que ce virus résiste bien sur les aliments, notamment les myrtilles sur lesquelles il peut résister entre le moment de la cueillette et de la consommation. » https://t.co/picLcLGCCq","« L'hépatite A est manuportée: on se contamine par la mauvaise hygiène des mains. On sait aussi que ce virus résiste bien sur les aliments, notamment les myrtilles sur lesquelles il peut résister entre le moment de la cueillette et de la consommation. » https://t.co/picLcLGCCq",mix,negative
771,"📣 Info Trafic #TRAINMobigo

📍 Dijon ⇄ Chalon

Défaut d'alimentation électrique à GEVREY.

Trafic perturbé dans les 2 sens.

Nos équipes techniques sont en cours d'intervention.

Rétablissement prévu vers 22h00.

🚆 Restez attentif aux annonces en gare et vérifiez l'évolution","📣 Info Trafic #TRAINMobigo

📍 Dijon ⇄ Chalon

Défaut d'alimentation électrique à GEVREY.

Trafic perturbé dans les 2 sens.

Nos équipes techniques sont en cours d'intervention.

Rétablissement prévu vers 22h00.

🚆 Restez attentif aux annonces en gare et vérifiez l'évolution",mix,negative
772,"Pourquoi mange-t-on du pop-corn au cinéma et pourquoi coûte-t-il si cher?
https://t.co/NesoONti0J","Pourquoi mange-t-on du pop-corn au cinéma et pourquoi coûte-t-il si cher?
https://t.co/NesoONti0J",mix,negative
773,"#Kayes 🇲🇱 L’allaitement maternel🤱sauve des vies, mais il commence avec une bonne #nutrition🍅🥕. 

Grâce au panier d'aliments🍚fourni par @WFP_Mali, Mariam, une mère de #Diema a pu allaiter son 3ième enfant. 

« Cette aide a changé ma vie et celle de mon garçon », confie-t-elle. https://t.co/lpUhnoarZJ","#Kayes 🇲🇱 L’allaitement maternel🤱sauve des vies, mais il commence avec une bonne #nutrition🍅🥕. 

Grâce au panier d'aliments🍚fourni par @WFP_Mali, Mariam, une mère de #Diema a pu allaiter son 3ième enfant. 

« Cette aide a changé ma vie et celle de mon garçon », confie-t-elle. https://t.co/lpUhnoarZJ",healthy,positive
774,Le @snetapfsu des #hautsdefrance est représenté par Matthieu à la soirée du #16janvier sur le thème de la Sécurité Sociale de l'Alimentation organisé par la @ConfederationP de #Aisne Un mandat fort de notre organisation syndicale 🍞🍗🍐🥬🥦🥕🧅✊ https://t.co/XE29lIY10Z,Le @snetapfsu des #hautsdefrance est représenté par Matthieu à la soirée du #16janvier sur le thème de la Sécurité Sociale de l'Alimentation organisé par la @ConfederationP de #Aisne Un mandat fort de notre organisation syndicale 🍞🍗🍐🥬🥦🥕🧅✊ https://t.co/XE29lIY10Z,mix,positive
775,"🔴 7h40 [Toulouse↔️Brive]

Une panne d’alimentation électrique entraîne l'interruption de la circulation entre Montauban &lt;&gt; Toulouse. ❌ 

Des cars de substitution sont mis en place.

Heure de reprise estimée : 12h

Besoin d'aide ? ⤵️ https://t.co/Ye9UlQmty6","🔴 7h40 [Toulouse↔️Brive]

Une panne d’alimentation électrique entraîne l'interruption de la circulation entre Montauban &lt;&gt; Toulouse. ❌ 

Des cars de substitution sont mis en place.

Heure de reprise estimée : 12h

Besoin d'aide ? ⤵️ https://t.co/Ye9UlQmty6",mix,negative
776,"j'peux tlm pas sortir avec quelqu'un qui mange mal H24 srx, ton mec son alimentation elle est à base de pates escalope panée 3 fromages  tiramisu speculoos et 129 + de lice tea peche pour faire glisser tt ca et en + de ça il est pas actif mais les filles respectez vous la vie","j'peux tlm pas sortir avec quelqu'un qui mange mal H24 srx, ton mec son alimentation elle est à base de pates escalope panée 3 fromages  tiramisu speculoos et 129 + de lice tea peche pour faire glisser tt ca et en + de ça il est pas actif mais les filles respectez vous la vie",mix,negative
777,"On m'as fit que j'étais ""légérement"" en surpoids poarceque j'ai un IMC qui dépasse de 1 la moyenne.

Puis y'as une diététicienne qui me dit carrément que je suis en surcharge pondérale. j'ai accepté de la voir parceque j'ai envie de mieux gérer mon alimentation, mais c'est abusé.","On m'as fit que j'étais ""légérement"" en surpoids poarceque j'ai un IMC qui dépasse de 1 la moyenne.

Puis y'as une diététicienne qui me dit carrément que je suis en surcharge pondérale. j'ai accepté de la voir parceque j'ai envie de mieux gérer mon alimentation, mais c'est abusé.",mix,negative
778,"Découvrez où de nouveaux magasins Lidl vont ouvrir leurs portes en 2025
https://t.co/2nuT6M3Ph6 https://t.co/J2hKaIaVGX","Découvrez où de nouveaux magasins Lidl vont ouvrir leurs portes en 2025
https://t.co/2nuT6M3Ph6 https://t.co/J2hKaIaVGX",mix,neutral
779,"Un beurre de ferme rappelé dans toute la France pour une contamination à la listeria
https://t.co/7C1Cac7Tzm https://t.co/ZAKoHPsRP4","Un beurre de ferme rappelé dans toute la France pour une contamination à la listeria
https://t.co/7C1Cac7Tzm https://t.co/ZAKoHPsRP4",mix,negative
